naam gen,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
OR51G1,0,NA,NA,NA,NA,NA
OR51G2,0.499389931,-3.048644003,3.49571606,-0.87210859,0.383149141,NA
OR51H1,0,NA,NA,NA,NA,NA
OR51H2P,0,NA,NA,NA,NA,NA
OR51I1,3.26762222,2.540562862,2.990263689,0.849611648,NA,NA
OR51I2,50.71606821,-2.704451436,0.873093244,-3.097551669,0.001951264,0.011638124
OR51J1,0.057214001,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR51K1P,2.295380999,-1.307614734,3.023728438,-0.432451115,NA,NA
OR51L1,54.79514141,-0.497308487,0.611279025,-0.813553986,0.415900507,0.582798525
OR51M1,47.39599421,-0.341858485,0.417127668,-0.819553608,0.41247063,0.579254253
OR51N1P,0,NA,NA,NA,NA,NA
OR51P1P,0,NA,NA,NA,NA,NA
OR51Q1,3.623777789,-2.365249954,2.792618582,-0.846964913,0.397014679,0.564869108
OR51R1P,3.320594919,3.124808856,1.875340663,1.666261985,0.095661245,0.214385699
OR51S1,0,NA,NA,NA,NA,NA
OR51T1,0,NA,NA,NA,NA,NA
OR51V1,0,NA,NA,NA,NA,NA
OR52A1,51.40447201,-1.308097537,0.861835924,-1.517803448,0.129063956,0.263351918
OR52A4P,2.232942019,-5.173194783,3.412459162,-1.515972657,0.129526266,NA
OR52A5,0,NA,NA,NA,NA,NA
OR52B1P,0,NA,NA,NA,NA,NA
OR52B2,0.771364953,-2.174785549,3.4375509,-0.632655519,0.526958623,NA
OR52B3P,4.556422965,-2.044109144,2.363749414,-0.864774046,0.387162819,0.555969712
OR52B4,0.659724292,-3.129796969,3.491670222,-0.896360988,0.370059996,NA
OR52B5P,87.62368679,-1.352410932,0.684085287,-1.976962459,0.048045874,0.132803248
OR52B6,7.111989203,0.315192922,2.057645604,0.153181345,0.878255268,0.928761403
OR52D1,8.382602078,-2.183555381,2.580673049,-0.846118566,0.397486604,0.565177594
OR52E1,0,NA,NA,NA,NA,NA
OR52E2,1.319448584,-4.367213927,3.4337566,-1.271847261,0.203427393,NA
OR52E3P,0,NA,NA,NA,NA,NA
OR52E4,90.95778842,0.758622068,0.487950008,1.554712688,0.120014511,0.250205912
OR52E5,0.050946741,-1.671625818,3.514876906,-0.475585878,0.634369439,NA
OR52E6,8.931768075,-7.175397469,3.365820214,-2.13184217,NA,NA
OR52E7P,3.796001432,-5.939996936,3.400556849,-1.746771838,0.080676924,0.190662223
OR52E8,0,NA,NA,NA,NA,NA
OR52H1,11.82358145,-1.157856828,1.683983582,-0.68757014,0.491723517,0.648487017
OR52H2P,3.444227441,1.158991172,2.801232126,0.413743353,0.679062074,0.796659133
OR52I1,0.864184869,0.045925976,3.413797607,0.013453046,0.989266346,NA
OR52I2,7.88122984,-0.819799852,1.445333071,-0.567204798,0.570575049,0.714212813
OR52J1P,0,NA,NA,NA,NA,NA
OR52J2P,0,NA,NA,NA,NA,NA
OR52J3,0,NA,NA,NA,NA,NA
OR52K1,250.7664836,0.2480616,0.586300022,0.423096693,0.672224715,0.791747215
OR52K2,1.622865199,2.564877151,3.38213764,0.758359778,0.44823563,NA
OR52K3P,160.1380003,-1.135099002,0.614793882,-1.846308227,0.064847464,0.164419326
OR52L1,0.749084896,-3.571401581,3.469509504,-1.029367862,0.303306845,NA
OR52L2P,0.337913326,1.477263322,3.442532205,0.429121134,0.667835073,NA
OR52M1,0,NA,NA,NA,NA,NA
OR52M2P,0,NA,NA,NA,NA,NA
OR52N1,79.04974521,-0.860199654,0.57466284,-1.496877114,0.134425236,0.270628512
OR52N2,0.050946741,-1.671625818,3.514876906,-0.475585878,0.634369439,NA
OR52N3P,0.555043126,0.971521902,3.421024948,0.283985623,0.776421398,NA
OR52N4,9.627959922,0.926998781,1.850317149,0.500994536,0.616374969,0.750442615
OR52N5,11.08499748,0.526274112,1.200729968,0.438295142,0.661172347,0.783577451
OR52P1P,2.150569001,2.777048955,3.228297725,0.860220832,0.389667323,NA
OR52P2P,3.321292113,1.70995569,2.894980804,0.590662186,0.554746789,0.700968504
OR52Q1P,1.649310731,-4.698951017,3.423583781,-1.372524033,0.169900363,NA
OR52R1,0.562617486,1.462426249,3.442897764,0.424766098,0.671007194,NA
OR52S1P,0,NA,NA,NA,NA,NA
OR52T1P,3.795270665,0.370406443,2.007574132,0.184504491,NA,NA
OR52U1P,13.88035131,-2.319637221,2.586988258,-0.896655489,NA,NA
OR52V1P,2.432266581,-0.927404625,2.509730114,-0.369523647,NA,NA
OR52W1,2.702560841,0.680966291,2.410752645,0.282470411,0.777582832,0.864805002
OR52X1P,0.101893482,-1.999591134,3.510398289,-0.569619447,0.568935835,NA
OR52Y1P,0,NA,NA,NA,NA,NA
OR52Z1,0,NA,NA,NA,NA,NA
OR55B1P,27.6711711,1.468592531,1.11836571,1.313159477,0.189129216,0.342480013
OR56A1,246.820715,0.410072771,0.628665719,0.652290652,0.51421369,0.667798557
OR56A3,0.16765313,0.679777085,3.468300034,0.195997197,0.84461236,NA
OR56A4,136.5902506,-0.417138199,0.425645679,-0.980012765,0.327079817,0.495377477
OR56A5,0,NA,NA,NA,NA,NA
OR56A7P,0.050946741,-1.671625818,3.514876906,-0.475585878,0.634369439,NA
OR56B1,4.266288899,2.535575336,2.672517766,0.94875902,0.342743189,0.512021911
OR56B2P,0.597203804,0.706896757,3.418605791,0.206779254,0.836182259,NA
OR56B3P,0.163585981,0.655091054,3.469333198,0.188823332,0.850231285,NA
OR56B4,1.686160931,-1.631158111,3.239370439,-0.503541704,0.614583467,NA
OR5A1,588.5799442,0.050306889,0.432288248,0.116373482,0.907356551,0.947660273
OR5A2,469.5112297,0.368377952,0.345324909,1.066757545,0.286081334,0.452741011
OR5AC1,0,NA,NA,NA,NA,NA
OR5AC2,0,NA,NA,NA,NA,NA
OR5AC4P,0.281308743,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR5AH1P,0.163585981,0.655091054,3.469333198,0.188823332,0.850231285,NA
OR5AK1P,0,NA,NA,NA,NA,NA
OR5AK2,0,NA,NA,NA,NA,NA
OR5AK3P,0,NA,NA,NA,NA,NA
OR5AK4P,0.05452866,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR5AL1,0,NA,NA,NA,NA,NA
OR5AL2P,0,NA,NA,NA,NA,NA
OR5AM1P,0.254733705,-2.597459019,3.504235154,-0.741234222,0.458551437,NA
OR5AN1,132.1396779,-0.043517242,0.496172102,-0.087705943,0.930110396,0.961104435
OR5AN2P,0,NA,NA,NA,NA,NA
OR5AO1P,0,NA,NA,NA,NA,NA
OR5AP1P,0.281308743,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR5AP2,1.997559724,-5.00475252,3.416010678,-1.465086907,0.142897208,NA
OR5AQ1P,0,NA,NA,NA,NA,NA
OR5AR1,0,NA,NA,NA,NA,NA
OR5AS1,3090.614473,0.362697362,0.374551918,0.968350032,0.332869585,0.501135349
OR5AU1,148.9642803,-0.477287848,0.292924655,-1.629387758,0.103230959,0.225569544
OR5AW1P,7.475276606,-6.917652843,2.921533574,-2.367815624,NA,NA
OR5AZ1P,0.218114642,0.977128514,3.457080515,0.282645576,0.777448539,NA
OR5B10P,0,NA,NA,NA,NA,NA
OR5B12,0.108160742,-0.950287172,3.51487684,-0.270361442,0.786882201,NA
OR5B15P,0,NA,NA,NA,NA,NA
OR5B17,0.05452866,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR5B19P,0,NA,NA,NA,NA,NA
OR5B1P,0,NA,NA,NA,NA,NA
OR5B2,20.61545767,-0.730791442,1.436837464,-0.508611071,NA,NA
OR5B21,2.579583652,3.271154116,2.580721815,1.26753457,0.204964211,NA
OR5B3,0.057214001,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR5BA1P,99.73318185,0.308238197,0.398011626,0.774445209,0.438667558,0.602465383
OR5BB1P,0.05452866,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR5BC1P,0,NA,NA,NA,NA,NA
OR5BD1P,0,NA,NA,NA,NA,NA
OR5BE1P,0,NA,NA,NA,NA,NA
OR5BH1P,0,NA,NA,NA,NA,NA
OR5BJ1P,0.90044897,2.151363197,3.032781042,0.709369772,0.478095041,NA
OR5BK1P,12.43082981,1.156429962,1.609878847,0.718333534,0.472551658,0.631981187
OR5BL1P,0,NA,NA,NA,NA,NA
OR5BM1P,0,NA,NA,NA,NA,NA
OR5BN1P,0,NA,NA,NA,NA,NA
OR5BN2P,0,NA,NA,NA,NA,NA
OR5BP1P,0,NA,NA,NA,NA,NA
OR5BQ1P,0,NA,NA,NA,NA,NA
OR5BR1P,0.226248939,1.015531615,3.455784736,0.293864257,0.768861631,NA
OR5BS1P,0.337870978,0.554878569,3.473701659,0.159736968,0.873088279,NA
OR5BT1P,6.294637952,-2.799651916,2.184262708,-1.281737726,0.199934666,0.356223511
OR5C1,4.417449169,0.126625034,2.282055504,0.055487272,NA,NA
OR5D13,0,NA,NA,NA,NA,NA
OR5D14,0,NA,NA,NA,NA,NA
OR5D15P,0.281308743,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR5D16,0,NA,NA,NA,NA,NA
OR5D17P,0,NA,NA,NA,NA,NA
OR5D18,3.796001432,-5.939996936,3.400556849,-1.746771838,0.080676924,0.190662223
OR5D2P,0,NA,NA,NA,NA,NA
OR5D3P,4.242589836,-6.100641601,3.39875826,-1.794961905,0.07265977,0.177619289
OR5E1P,0,NA,NA,NA,NA,NA
OR5F1,0,NA,NA,NA,NA,NA
OR5F2P,0,NA,NA,NA,NA,NA
OR5G1P,0.446588404,-2.9475971,3.499394093,-0.842316418,0.399610863,NA
OR5G3,0,NA,NA,NA,NA,NA
OR5G4P,0,NA,NA,NA,NA,NA
OR5G5P,0,NA,NA,NA,NA,NA
OR5H1,33.64590599,0.561973944,0.660659763,0.850625354,0.394977501,0.563022138
OR5H14,276.8755318,-0.70542158,0.471660384,-1.495613375,0.134754436,0.271154374
OR5H15,0,NA,NA,NA,NA,NA
OR5H2,0.805647131,-2.85006283,3.469509258,-0.821459929,0.411384339,NA
OR5H3P,0,NA,NA,NA,NA,NA
OR5H4P,0,NA,NA,NA,NA,NA
OR5H5P,0,NA,NA,NA,NA,NA
OR5H6,0,NA,NA,NA,NA,NA
OR5H7P,0.114428002,0.26027377,3.488307987,0.074613185,0.940522483,NA
OR5H8,0,NA,NA,NA,NA,NA
OR5I1,1.997559724,-5.00475252,3.416010678,-1.465086907,0.142897208,NA
OR5J1P,0,NA,NA,NA,NA,NA
OR5J2,0,NA,NA,NA,NA,NA
OR5J7P,0,NA,NA,NA,NA,NA
OR5K1,3.293452181,-0.257792248,2.097030049,-0.122932072,0.902160889,0.944086942
OR5K2,2.098938109,2.746958671,3.059754161,0.897771038,0.369307628,NA
OR5K3,1.019110658,2.922152706,3.40536781,0.858101935,0.390836179,NA
OR5K4,0,NA,NA,NA,NA,NA
OR5L1,0,NA,NA,NA,NA,NA
OR5L2,0,NA,NA,NA,NA,NA
OR5M1,0,NA,NA,NA,NA,NA
OR5M10,0.109057321,0.215271148,3.490791878,0.061668285,0.950826997,NA
OR5M11,0.249694965,-2.079415678,3.509436764,-0.592521199,0.55350163,NA
OR5M12P,0,NA,NA,NA,NA,NA
OR5M13P,2.456236221,-5.310988011,3.409839943,-1.557547597,0.119340529,NA
OR5M14P,0.050946741,-1.671625818,3.514876906,-0.475585878,0.634369439,NA
OR5M2P,63.86174119,-0.07075501,0.34245077,-0.20661367,0.836311584,0.902143295
OR5M3,3.995119447,-6.010097638,3.399747665,-1.767806976,0.077093178,0.184710512
OR5M4P,0,NA,NA,NA,NA,NA
OR5M5P,0,NA,NA,NA,NA,NA
OR5M6P,0,NA,NA,NA,NA,NA
OR5M7P,0,NA,NA,NA,NA,NA
OR5M8,0,NA,NA,NA,NA,NA
OR5M9,0,NA,NA,NA,NA,NA
OR5P1P,0,NA,NA,NA,NA,NA
OR5P2,1.687852458,3.563708942,3.394055151,1.049985573,0.293724746,NA
OR5P3,0,NA,NA,NA,NA,NA
OR5P4P,0.056562235,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR5S1P,0.050946741,-1.671625818,3.514876906,-0.475585878,0.634369439,NA
OR5T1,0,NA,NA,NA,NA,NA
OR5T2,8.611458017,2.43390574,1.44865691,1.680111919,0.092935542,0.210115623
OR5T3,0,NA,NA,NA,NA,NA
OR5V1,2.616144244,-4.517903284,3.092131576,-1.461096714,0.143988902,NA
OR5W1P,0,NA,NA,NA,NA,NA
OR5W2,0,NA,NA,NA,NA,NA
OR6A2,21.70217216,4.595203927,1.090379826,4.214314883,2.51E-05,0.000348602
OR6B1,94.55650959,0.386702935,0.936482237,0.412931415,0.679656864,0.797110653
OR6B2,0.613564227,0.94133793,3.433526175,0.274160697,0.78396113,NA
OR6B3,1.969161201,3.794443189,3.391024512,1.118966606,0.263154386,NA
OR6C1,0,NA,NA,NA,NA,NA
OR6C2,0,NA,NA,NA,NA,NA
OR6C3,0,NA,NA,NA,NA,NA
OR6C4,63.87571101,-0.200823758,0.437694237,-0.458822029,0.646361974,0.772518329
OR6C5P,0,NA,NA,NA,NA,NA
OR6C6,10.07646235,-0.43505089,0.806725944,-0.539279657,0.589693903,0.729262962
OR6C64P,0,NA,NA,NA,NA,NA
OR6C65,0,NA,NA,NA,NA,NA
OR6C66P,19.88672272,-0.025733868,0.961525577,-0.026763581,0.978648301,0.988163694
OR6C68,0,NA,NA,NA,NA,NA
OR6C69P,0.659724292,-3.129796969,3.491670222,-0.896360988,0.370059996,NA
OR6C70,0,NA,NA,NA,NA,NA
OR6C71P,0,NA,NA,NA,NA,NA
OR6C72P,0,NA,NA,NA,NA,NA
OR6C73P,0,NA,NA,NA,NA,NA
OR6C74,509.0080316,0.11319693,0.472542047,0.239548906,0.810679979,0.886289511
OR6C75,296.5661992,-1.285347163,0.479143942,-2.682590868,0.00730543,0.032434418
OR6C76,0,NA,NA,NA,NA,NA
OR6C7P,2.679530423,-5.436756277,3.407653594,-1.595454505,0.110610636,0.236612538
OR6D1P,384.3187528,-1.23171445,0.288568434,-4.2683617,1.97E-05,0.000287008
OR6E1P,0.610556628,2.199794661,3.425217342,0.642235059,0.520720573,NA
OR6F1,11.01540104,-2.41087823,1.535088579,-1.570514082,0.116295561,0.244878953
OR6J1,151.2153663,0.881161883,0.64666107,1.362633262,0.172998121,0.322555594
OR6K1P,3.183699911,0.318410604,1.740045377,0.182989828,0.854806,0.913524189
OR6K2,0,NA,NA,NA,NA,NA
OR6K3,15.28988309,-0.226407385,1.037138366,-0.218300076,0.827195315,0.896175761
OR6K4P,0,NA,NA,NA,NA,NA
OR6K5P,0,NA,NA,NA,NA,NA
OR6K6,1.406543715,3.288973492,3.398323733,0.9678223,0.333133125,NA
OR6L1P,3.654958518,0.546385794,2.364543838,0.231074504,0.817256922,0.890388611
OR6L2P,50.39090396,-2.775828366,1.072210361,-2.588884109,0.009628749,0.040190001
OR6M1,0,NA,NA,NA,NA,NA
OR6M2P,12.34425561,2.499816412,1.446005413,1.728773896,0.08384957,0.19579617
OR6M3P,0,NA,NA,NA,NA,NA
OR6N1,0.228856005,1.02757617,3.455385047,0.297383983,0.76617337,NA
OR6N2,1.488976369,-4.557422241,3.427650177,-1.329605417,0.183648313,NA
OR6P1,0.562617486,1.462426249,3.442897764,0.424766098,0.671007194,NA
OR6Q1,0,NA,NA,NA,NA,NA
OR6R1P,0.305680446,-2.736494129,3.503106139,-0.781162209,0.434707098,NA
OR6R2P,19.81507805,-0.40127604,0.763351268,-0.525676784,0.599112797,0.73738951
OR6S1,0,NA,NA,NA,NA,NA
OR6T1,0,NA,NA,NA,NA,NA
OR6U2P,16.58056684,0.901181906,0.88436349,1.019017538,0.308194641,0.476253159
OR6V1,0.392927215,0.96934021,3.432837394,0.282372888,0.777657602,NA
OR6W1P,1.201494025,3.155516103,3.400693239,0.927903778,0.353457485,NA
OR6X1,1.053308522,-3.272511812,3.448231966,-0.949040507,0.342600011,NA
OR6Y1,442.8805526,0.014992407,0.518713727,0.028903046,0.976941916,0.98744081
OR7A10,0,NA,NA,NA,NA,NA
OR7A11P,0.056562235,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR7A15P,3.13573017,-0.644867757,1.99428962,-0.323357124,0.746424797,0.841748997
OR7A17,68.1226064,-0.811637983,0.460458918,-1.762671871,0.077955848,0.186023483
OR7A18P,0,NA,NA,NA,NA,NA
OR7A19P,19.91538053,3.936306881,0.913483721,4.30911552,1.64E-05,0.000245728
OR7A1P,0,NA,NA,NA,NA,NA
OR7A2P,2.064176477,-4.299490739,3.41565392,-1.258760647,0.208116798,NA
OR7A3P,0,NA,NA,NA,NA,NA
OR7A5,5.692186539,-3.777766424,2.699996568,-1.399174528,0.161760653,0.30779136
OR7A8P,0,NA,NA,NA,NA,NA
OR7C1,383.4487755,0.152476469,0.288929055,0.52772979,0.597686894,0.736179823
OR7C2,0,NA,NA,NA,NA,NA
OR7D1P,0,NA,NA,NA,NA,NA
OR7D2,105.6014248,-0.100715714,0.565469072,-0.178110031,0.858636564,0.916310986
OR7D4,123.526126,-0.624781775,0.473016518,-1.320845575,0.18655286,0.339248227
OR7E100P,4.60792152,5.130365342,1.839728944,2.788652838,0.005292777,0.025061191
OR7E101P,0.109057321,0.215271148,3.490791878,0.061668285,0.950826997,NA
OR7E102P,0.94073619,2.124114765,3.402460256,0.624287899,0.53243853,NA
OR7E103P,0,NA,NA,NA,NA,NA
OR7E104P,862.9174717,-4.132994613,0.685320106,-6.030750557,1.63E-09,9.14E-08
OR7E105P,0,NA,NA,NA,NA,NA
OR7E106P,0.385767772,1.633065113,3.4389049,0.474879405,0.634872931,NA
OR7E108P,0.056562235,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR7E109P,0,NA,NA,NA,NA,NA
OR7E10P,0,NA,NA,NA,NA,NA
OR7E110P,0.376134425,-2.830618629,3.502397145,-0.808194648,0.418978538,NA
OR7E111FP,0.281308743,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR7E111P,0,NA,NA,NA,NA,NA
OR7E115P,1.347466887,2.089802574,2.824379704,0.73991559,0.459351214,NA
OR7E116P,0,NA,NA,NA,NA,NA
OR7E117P,2.506583548,3.244229138,1.938499679,1.67357734,0.094213695,NA
OR7E121P,0,NA,NA,NA,NA,NA
OR7E122P,384.6913954,0.126574425,0.503233301,0.251522354,0.801410282,0.88045833
OR7E125P,0.51573467,-2.387028253,3.492719201,-0.683429762,0.494335319,NA
OR7E126P,27.25215628,1.496597514,1.679786723,0.890944959,0.372958699,0.542448282
OR7E128P,25.22383825,2.490859185,1.439711181,1.730110328,0.083610565,0.195509682
OR7E129P,0,NA,NA,NA,NA,NA
OR7E12P,3.009439636,-4.889216667,3.404923568,-1.435925527,NA,NA
OR7E130P,0,NA,NA,NA,NA,NA
OR7E136P,0,NA,NA,NA,NA,NA
OR7E13P,34.6296497,3.230521659,1.11957062,2.885500567,0.003907918,0.019974358
OR7E140P,0,NA,NA,NA,NA,NA
OR7E145P,0,NA,NA,NA,NA,NA
OR7E148P,0.221285212,0.174731742,3.458332605,0.050524852,0.959704146,NA
OR7E149P,0.114428002,0.26027377,3.488307987,0.074613185,0.940522483,NA
OR7E14P,92.58211021,1.21973889,0.532242967,2.291695647,0.021923212,0.074550466
OR7E154P,2.292196046,-1.79171522,3.323937639,-0.539033946,NA,NA
OR7E155P,0.437730885,-0.317891279,3.460949434,-0.091850888,0.926816512,NA
OR7E156P,79.79779976,-0.131609227,0.751442872,-0.175142026,0.860968036,0.917669411
OR7E157P,0,NA,NA,NA,NA,NA
OR7E158P,0.169686704,0.691962702,3.467796127,0.199539614,0.841840659,NA
OR7E159P,0.05452866,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR7E15P,0,NA,NA,NA,NA,NA
OR7E161P,0.825486317,1.243916294,3.403845626,0.365444392,0.714779709,NA
OR7E162P,5.297717878,0.049708544,1.605489198,0.030961618,0.975300149,0.986331389
OR7E163P,0,NA,NA,NA,NA,NA
OR7E16P,11.62006246,-3.319131865,3.083687284,-1.07635164,NA,NA
OR7E18P,0.749084896,-3.571401581,3.469509504,-1.029367862,0.303306845,NA
OR7E19P,2.265255896,-0.320761759,1.717595614,-0.186750453,0.851856296,NA
OR7E1P,0,NA,NA,NA,NA,NA
OR7E21P,0.171642004,0.703531671,3.467321407,0.202903506,0.839210454,NA
OR7E22P,2.916564472,3.118097826,1.88520318,1.653985024,0.098130556,0.217959803
OR7E23P,0,NA,NA,NA,NA,NA
OR7E24,0,NA,NA,NA,NA,NA
OR7E25P,187.9720526,-0.758040252,0.355729836,-2.130943696,0.033093781,0.101751257
OR7E26P,4.349333817,-0.41164142,2.427734564,-0.169557836,0.865357884,0.920030666
OR7E28P,0,NA,NA,NA,NA,NA
OR7E29P,0,NA,NA,NA,NA,NA
OR7E2P,30.18349674,0.308033771,1.299782782,0.236988653,0.812665593,0.887778833
OR7E31P,0.152840223,-2.242177492,3.507617198,-0.639230955,0.522672697,NA
OR7E33P,2.902824624,-5.552431876,3.405800968,-1.630286658,0.103040926,0.225270462
OR7E35P,1.492370395,-2.591045566,2.69212989,-0.962451914,0.335822647,NA
OR7E36P,1.942265563,3.856571862,2.812533363,1.371209285,0.170309725,NA
OR7E37P,0.664510968,0.613379744,3.428941197,0.178883133,0.858029467,NA
OR7E38P,92.14879958,0.840543271,0.67635557,1.242753529,0.213958672,0.373500434
OR7E39P,3.796001432,-5.939996936,3.400556849,-1.746771838,0.080676924,0.190662223
OR7E41P,0.558791583,2.0750873,3.429662387,0.605041274,0.545151573,NA
OR7E43P,0,NA,NA,NA,NA,NA
OR7E46P,2.3565382,0.206612665,2.473901983,0.083516917,0.933440527,NA
OR7E47P,3.209938775,-0.075987773,2.005200155,-0.037895356,NA,NA
OR7E4P,0.998779862,-3.99385069,3.448232147,-1.158231383,0.246769624,NA
OR7E53P,0,NA,NA,NA,NA,NA
OR7E55P,0.165374743,-0.260824148,3.479058715,-0.074969746,0.940238783,NA
OR7E59P,11.772348,0.335387403,1.265598175,0.265003071,0.791007096,0.873373209
OR7E5P,0.056562235,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR7E62P,0.898454889,2.612365186,3.412773967,0.765466805,0.443993626,NA
OR7E66P,5.868425053,-4.061890005,3.189816052,-1.27339318,0.202878556,0.359764811
OR7E7P,38.96014566,0.930783766,1.229090572,0.757294692,0.44887333,0.611261121
OR7E83P,0,NA,NA,NA,NA,NA
OR7E84P,0.492135356,0.390113355,3.425616372,0.113881215,0.909331957,NA
OR7E85BP,0,NA,NA,NA,NA,NA
OR7E85P,0,NA,NA,NA,NA,NA
OR7E86P,0,NA,NA,NA,NA,NA
OR7E87P,0,NA,NA,NA,NA,NA
OR7E89P,0.056562235,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR7E8P,0,NA,NA,NA,NA,NA
OR7E90P,0,NA,NA,NA,NA,NA
OR7E91P,7.231243489,1.693315555,1.440396145,1.175590174,0.239758684,0.403864864
OR7E93P,0,NA,NA,NA,NA,NA
OR7E94P,75.31681928,0.10311691,0.442055056,0.233267119,0.815553989,0.889363184
OR7E96P,0,NA,NA,NA,NA,NA
OR7E97P,0.11312447,0.249520541,3.488895048,0.0715185,0.942985101,NA
OR7E99P,0,NA,NA,NA,NA,NA
OR7G1,0,NA,NA,NA,NA,NA
OR7G15P,2.009647817,-5.020829834,3.415654007,-1.469946846,0.141576151,NA
OR7G2,273.1786772,-2.931125877,0.807815919,-3.628457681,0.000285119,0.002539079
OR7G3,0,NA,NA,NA,NA,NA
OR7H1P,0,NA,NA,NA,NA,NA
OR7H2P,0.55439136,0.969912656,3.421056609,0.283512601,0.776783924,NA
OR7K1P,0.056562235,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR7L1P,2.968759315,-5.564590195,3.405614567,-1.63394597,0.102270196,0.2242091
OR7M1P,9.685469168,2.585862918,1.461535126,1.769278666,0.076847382,0.184387479
OR8A1,238.187308,0.366727392,0.607486964,0.603679442,0.546056784,0.694022579
OR8A2P,0.265964692,-0.84212763,3.472313835,-0.242526359,0.808372335,NA
OR8A3P,0.446588404,-2.9475971,3.499394093,-0.842316418,0.399610863,NA
OR8B10P,0.05452866,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR8B12,1.441658693,-4.54493511,3.428027761,-1.325816308,0.18490055,NA
OR8B1P,0.050946741,-1.671625818,3.514876906,-0.475585878,0.634369439,NA
OR8B2,0.101893482,-1.999591134,3.510398289,-0.569619447,0.568935835,NA
OR8B3,0.367372945,-0.630184799,3.450690343,-0.182625717,0.855091704,NA
OR8B4,6.641299227,-2.728864519,2.413916328,-1.130471876,0.258277443,0.423537621
OR8B5P,2.292758436,0.300564025,2.021030918,0.148718173,0.881776021,NA
OR8B6P,0,NA,NA,NA,NA,NA
OR8B7P,0.549113783,-0.566010499,2.926972877,-0.193377432,0.846663388,NA
OR8B8,47.43410724,-2.029207542,0.596271924,-3.403157957,0.000666118,0.00498563
OR8B9P,59.06505773,-0.523577535,0.573472656,-0.912994768,0.361245293,0.530658716
OR8C1P,0.152840223,-2.242177492,3.507617198,-0.639230955,0.522672697,NA
OR8D1,90.34141116,0.219122092,0.523601589,0.418490121,0.675588808,0.794348699
OR8D2,0.050946741,-1.671625818,3.514876906,-0.475585878,0.634369439,NA
OR8D4,15.13271215,-0.195242019,0.715512187,-0.272870292,0.784952924,0.869798524
OR8F1P,0,NA,NA,NA,NA,NA
OR8G1,42.13256481,1.532639252,0.809729387,1.892779584,0.058387188,0.152739719
OR8G2P,0,NA,NA,NA,NA,NA
OR8G3P,0.057214001,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR8G5,0.050946741,-1.671625818,3.514876906,-0.475585878,0.634369439,NA
OR8G7P,0,NA,NA,NA,NA,NA
OR8H1,20.63973954,-0.725080658,0.647485532,-1.119840709,0.262781648,0.428422181
OR8H2,27.22912072,-3.19933638,1.047654077,-3.053809889,0.002259552,0.013024924
OR8H3,0,NA,NA,NA,NA,NA
OR8I1P,0,NA,NA,NA,NA,NA
OR8I2,0,NA,NA,NA,NA,NA
OR8I4P,0,NA,NA,NA,NA,NA
OR8J1,0,NA,NA,NA,NA,NA
OR8J2,0,NA,NA,NA,NA,NA
OR8J3,0.99848261,0.444984201,2.583862718,0.172216657,0.863267203,NA
OR8K1,6.475531855,-6.71120537,3.393472903,-1.977680554,NA,NA
OR8K2P,0,NA,NA,NA,NA,NA
OR8K3,0,NA,NA,NA,NA,NA
OR8K4P,0,NA,NA,NA,NA,NA
OR8K5,0,NA,NA,NA,NA,NA
OR8L1P,0,NA,NA,NA,NA,NA
OR8Q1P,0.056562235,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR8R1P,1.172110998,2.023884943,2.367578448,0.854833319,0.39264343,NA
OR8S1,0,NA,NA,NA,NA,NA
OR8S21P,0.749084896,-3.571401581,3.469509504,-1.029367862,0.303306845,NA
OR8T1P,7.050348446,-2.444078366,1.518593867,-1.609435161,0.107521222,0.232098101
OR8U1,0,NA,NA,NA,NA,NA
OR8U3,0,NA,NA,NA,NA,NA
OR8U8,0,NA,NA,NA,NA,NA
OR8U9,0,NA,NA,NA,NA,NA
OR8V1P,0,NA,NA,NA,NA,NA
OR8X1P,0.158455717,-1.278251891,3.510398242,-0.364133014,0.715758685,NA
OR9A1P,4.562207229,-2.745165992,1.847959636,-1.48551188,0.137408279,0.27466503
OR9A2,1.18074134,3.135086338,3.263234137,0.960729818,0.336688035,NA
OR9A3P,3.16337037,1.474223389,2.255316637,0.653665816,0.513327131,0.667007473
OR9A4,2.214401147,-0.765804822,2.426571578,-0.315591277,0.75231276,NA
