naam gen,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
OR9G1,16.30763763,-1.225856903,1.444394168,-0.848699704,0.396048411,0.563966809
OR9G2P,0.109057321,0.215271148,3.490791878,0.061668285,0.950826997,NA
OR9G3P,0,NA,NA,NA,NA,NA
OR9G4,0.05452866,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR9G9,0,NA,NA,NA,NA,NA
OR9H1P,459.9055755,-0.763616167,0.376314039,-2.029199252,0.042438,0.121566694
OR9I1,1.512019116,2.828974663,3.387809122,0.835045471,0.403692107,NA
OR9I2P,0,NA,NA,NA,NA,NA
OR9I3P,0.281308743,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OR9K1P,54.29113033,-1.270145867,0.589410879,-2.154941337,0.031166425,0.097173941
OR9K2,2.232942019,-5.173194783,3.412459162,-1.515972657,0.129526266,NA
OR9L1P,0,NA,NA,NA,NA,NA
OR9M1P,65.08840367,0.168766769,0.976335697,0.172857317,0.862763583,0.918846441
OR9N1P,0.421901606,-0.30814663,3.438371337,-0.089619939,0.928589239,NA
OR9P1P,0,NA,NA,NA,NA,NA
OR9Q1,6.411350067,-3.121633302,1.657369427,-1.883486717,0.059634438,0.155066649
OR9Q2,14.80467528,-2.350768621,0.927894159,-2.533444789,0.011294753,0.045240274
OR9R1P,0,NA,NA,NA,NA,NA
OR9S24P,0,NA,NA,NA,NA,NA
ORAI1,132.5680865,0.196616606,0.275454527,0.713789707,0.475357225,0.634159489
ORAI2,1119.495329,0.305886558,0.456058071,0.67071844,0.502399914,0.657741499
ORAI3,340.944381,-1.098146095,0.286045698,-3.839058239,0.000123507,0.001289324
ORC1,59.76843106,-0.475180608,0.69515248,-0.683563135,0.49425107,0.651002252
ORC1P1,0.109057321,0.215271148,3.490791878,0.061668285,0.950826997,NA
ORC2,518.5863206,0.714628924,0.32646329,2.189002393,0.028596666,0.091347018
ORC3,431.3999828,1.546035575,0.616377922,2.508259171,0.012132764,0.047743035
ORC4,4226.458894,-0.585275617,0.366614546,-1.596433156,0.110392118,0.236424108
ORC5,222.7827604,1.216842334,0.521947381,2.331350588,0.019734881,0.069155323
ORC6,717.8513132,0.932224497,0.547822947,1.70168939,0.08881361,0.203877794
ORM1,5.696370429,3.777794421,2.231056801,1.69327577,0.090402988,0.206406181
ORM2,5.63147155,3.618475485,2.178170866,1.661245011,0.096664249,0.215712195
ORMDL1,672.2701159,1.936067598,0.530810255,3.647381677,0.000264926,0.002388049
ORMDL2,188.7020326,-0.320009789,0.439758657,-0.727694121,0.46680085,0.626643921
ORMDL3,696.9045153,-0.770799376,0.495870477,-1.554436917,0.120080233,0.25023827
OS9,4167.310592,-0.878277659,0.325540143,-2.697908931,0.006977653,0.031299756
OSBP,1009.817859,-0.277726832,0.267350514,-1.038811663,0.298892336,0.466466579
OSBP2,127.5808429,0.461422382,0.69485223,0.664058288,0.506653006,0.660789788
OSBPL10,1307.54213,1.273424171,0.527946707,2.412031658,0.015863904,0.058760985
OSBPL11,764.0615298,1.185682368,0.29794519,3.979531835,6.91E-05,0.00080704
OSBPL1A,961.4561702,-0.405042298,0.3493447,-1.159434502,0.24627912,0.411125282
OSBPL2,722.0512256,-0.366360575,0.317475924,-1.153979084,0.248508744,0.413348412
OSBPL3,1318.51406,1.939020171,0.56537456,3.429620484,0.000604426,0.004615722
OSBPL5,650.6596224,-1.386167266,0.5674959,-2.442603137,0.014581762,0.055055058
OSBPL6,147.0019158,0.244923336,0.524859227,0.466645766,0.640753338,0.768393589
OSBPL7,106.819293,-1.636995987,0.724911065,-2.258202511,0.023933037,0.079773252
OSBPL8,2793.193182,1.101221418,0.271488527,4.056235568,4.99E-05,0.00062031
OSBPL9,1628.125898,0.929121267,0.278639666,3.334490319,0.000854559,0.006031522
OSBPL9P1,0,NA,NA,NA,NA,NA
OSBPL9P2,0.970191414,-0.370764549,3.416592095,-0.108518822,0.913584151,NA
OSBPL9P3,0.572140012,2.107010666,3.428491246,0.61455915,0.538845899,NA
OSBPL9P4,4.476334723,-0.336489711,1.95875252,-0.171787761,0.863604387,0.919250901
OSBPL9P5,5.424794729,-3.381597182,2.675185117,-1.264061003,0.206208132,0.363662685
OSCAR,87.43626521,-1.661649929,0.749784292,-2.216170634,0.026679818,0.086442785
OSCP1,88.17030737,-0.243377299,0.753555256,-0.322972068,0.746716396,0.841934982
OSER1,381.0095273,0.421557107,0.447093043,0.942884514,0.345739977,0.515186413
OSGEP,332.1569661,0.047644123,0.326249711,0.146035757,0.883893161,0.932829394
OSGEPL1,159.0594355,0.812855494,0.57473843,1.414305101,0.15727234,0.301853907
OSGIN1,74.68018242,-0.621691006,0.633894506,-0.980748373,0.326716843,0.495192679
OSGIN2,452.7401461,0.799598857,0.343948967,2.324760161,0.020084788,0.07003683
OSM,8.810682302,1.568331503,2.167331155,0.723623383,0.469296982,0.628823106
OSMR,2174.411418,1.313488417,0.488137071,2.690818821,0.007127689,0.031822435
OSR1,276.2555645,-1.606605367,0.783924668,-2.049438463,NA,NA
OSR2,392.0792186,0.312917319,0.551486147,0.567407397,0.570437426,0.714130209
OST4,798.1657844,-1.010943297,0.634267963,-1.593874128,0.11096423,0.23696217
OSTC,647.0802392,1.182193364,0.392750347,3.010037732,0.002612152,0.014605638
OSTCP1,18.05855281,0.731134508,1.009100184,0.724541052,0.468733634,0.628223427
OSTCP2,0,NA,NA,NA,NA,NA
OSTCP3,0,NA,NA,NA,NA,NA
OSTCP4,0,NA,NA,NA,NA,NA
OSTCP5,0.05452866,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OSTCP6,2.834726312,1.499502303,2.359944678,0.635397226,0.525169377,0.67731903
OSTCP8,6.969794829,1.565750349,1.761810936,0.888716443,0.374155492,0.543435777
OSTF1,804.7568996,1.342272286,0.39537801,3.394908803,0.000686515,0.005096137
OSTF1P1,0,NA,NA,NA,NA,NA
OSTM1,729.7646741,0.722191807,0.340074381,2.123628971,0.033701181,0.103030949
OSTN,4.685571769,1.467443622,1.819550395,0.806486935,0.419962138,0.586470449
OTC,0.499389931,-3.048644003,3.49571606,-0.87210859,0.383149141,NA
OTOA,28.49096909,0.017743864,0.831942531,0.021328233,0.982983822,0.99024705
OTOAP1,37.48130523,0.847511732,0.565178923,1.49954589,0.133732073,0.269643124
OTOF,6.924279358,-1.337626943,1.276841891,-1.047605778,0.294820274,0.462031081
OTOG,3.083982772,-2.031773484,2.313944545,-0.878056256,0.37991319,0.549420822
OTOGL,31.62256931,-0.914827442,0.895457674,-1.021631138,0.306955514,0.475037721
OTOL1,0.686568014,2.363516604,3.419886613,0.691109639,0.489496643,NA
OTOP1,0.050946741,-1.671625818,3.514876906,-0.475585878,0.634369439,NA
OTOP2,0.057214001,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OTOP3,0.681806751,2.285378181,3.422362134,0.667778012,0.504275304,NA
OTOR,5.582355047,-6.496928134,3.395081823,-1.913629324,0.055667535,0.147600397
OTOS,0,NA,NA,NA,NA,NA
OTP,0.101893482,-1.999591134,3.510398289,-0.569619447,0.568935835,NA
OTUB1,316.0211724,-0.883255576,0.381230877,-2.316852145,0.020511787,0.071065948
OTUB2,27.33351084,1.265991022,1.03830075,1.219291252,NA,NA
OTUD1,481.833718,0.797697049,0.490609253,1.625931521,0.103964224,0.226578222
OTUD3,246.2554533,0.487782539,0.339951692,1.434858397,0.151327453,0.293970975
OTUD4,1284.899361,0.656855385,0.344555604,1.906384271,0.056600368,0.149398297
OTUD4P1,56.71922775,2.787778275,1.160885755,2.401423449,0.016331426,0.060169781
OTUD5,439.8411678,-0.647703521,0.453336891,-1.428746555,0.153077092,0.296474418
OTUD6A,53.00957498,-0.894634908,0.615456713,-1.453611423,0.146054068,0.286659323
OTUD6B,357.724614,1.069544467,0.477350736,2.240584096,0.025053028,0.082471904
OTUD7A,91.44113787,-0.238152246,0.475120732,-0.501245745,0.616198183,0.750404665
OTUD7B,882.0806309,-1.523184481,0.338702219,-4.497119882,6.89E-06,0.000121201
OTULIN,828.4337698,0.593626912,0.617319703,0.961619902,0.33624057,0.504617661
OTULINL,816.1506811,0.678990183,0.40578413,1.673279293,0.094272327,0.212133673
OTX1,3.63108236,-1.148589463,2.032503427,-0.565110714,0.571998462,0.715590245
OTX2,0.05452866,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OTX2P1,1.679088495,-1.556669132,3.357827681,-0.463594109,0.642938576,NA
OTX2P2,0.337870978,0.554878569,3.473701659,0.159736968,0.873088279,NA
OVCA2,92.99240594,1.859789372,1.014979401,1.832341987,0.066900485,0.168149348
OVCH1,16.87756494,0.0253747,1.183367253,0.021442794,0.982892437,0.99024705
OVCH2,5.669141757,0.612800626,1.379474791,0.444227491,0.656878118,0.780588402
OVGP1,21.76490615,3.509725912,1.727985918,2.031107936,0.042244047,0.121187233
OVOL1,0.407573928,-2.983751976,3.498337419,-0.852905715,0.393711592,NA
OVOL2,0.057214001,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
OVOL3,4.002955217,-1.836720885,2.31728436,-0.792617824,0.428000521,0.593840421
OXA1L,1060.543363,-0.511956623,0.335623723,-1.525388663,0.127162185,0.260745249
OXCT1,541.4869122,0.260126942,0.382018814,0.680927045,0.495917654,0.65261001
OXCT2,7.389578437,0.613616399,1.903294081,0.322397051,0.747151918,0.842283151
OXCT2P1,6.367649041,-2.526219624,2.141982859,-1.179383678,0.238245431,0.402404653
OXER1,66.98616002,-1.31145107,0.697600104,-1.879946782,0.060115331,0.156113518
OXGR1,15.95921688,2.126393011,1.271717794,1.672063582,0.094511785,0.212512418
OXLD1,56.06328224,-0.478376733,0.771693488,-0.619905105,0.535320264,0.685340559
OXNAD1,460.0451184,2.099812616,0.760790187,2.760041667,0.005779399,0.026892751
OXR1,1329.861262,1.037254572,0.26830826,3.865906227,0.000110677,0.001183904
OXSM,90.27416213,1.039389343,0.589496182,1.763182484,0.077869717,0.185923157
OXSR1,813.9507294,0.171936795,0.340059385,0.505608145,0.613131763,0.748188234
OXT,14.95633153,-7.914839239,1.722367068,-4.595326621,4.32E-06,8.14E-05
OXTR,82.00182586,2.134918689,0.730814906,2.921285092,0.003485907,0.018235882
P2RX1,83.77006722,3.048991921,1.177686551,2.588967257,0.009626425,0.040190001
P2RX2,16.47823031,-6.200554961,1.8757856,-3.305577652,0.000947808,0.006571054
P2RX3,15.07490507,-0.878234091,1.136571725,-0.772704504,0.43969728,0.603414433
P2RX4,516.2511116,0.297880364,0.432015459,0.689513206,0.490500366,0.647298845
P2RX5,23.82045365,3.25142702,1.284134493,2.531998819,0.011341437,0.045389967
P2RX5-TAX1BP3,251.4634802,-0.351565947,0.430951808,-0.81578947,0.414620557,0.581495342
P2RX6,28.82200666,-1.487478786,1.094044995,-1.359613904,NA,NA
P2RX6P,0.880999029,-0.987570244,3.088214028,-0.319786852,0.749129915,NA
P2RX7,599.9425716,1.00945094,0.54996569,1.835479846,0.066434623,0.167322693
P2RY1,63.11441476,-0.019029443,0.843772963,-0.022552801,0.982006994,0.989823031
P2RY10,482.7129816,2.252129171,0.744187257,3.026293653,0.002475717,0.013991873
P2RY10BP,0.282811174,1.270922857,3.447955796,0.368601842,0.712424522,NA
P2RY11,27.53756847,-1.673347671,1.0753674,-1.55607067,0.119691288,0.249714827
P2RY12,55.93119366,0.487472991,1.077012739,0.452615808,0.650825414,0.775939245
P2RY13,212.6952805,1.054199026,0.740388355,1.423846038,0.154491045,0.298227994
P2RY14,309.2756541,-0.108732116,0.718735651,-0.151282486,0.879752884,0.929788655
P2RY2,118.5078118,-0.75611904,0.605743224,-1.248250099,0.211939482,0.370917347
P2RY4,10.79482118,1.884200084,1.507528619,1.249860242,0.211350605,0.370412808
P2RY6,656.575603,-0.546149537,0.40009692,-1.365043092,0.172239506,0.321411654
P2RY8,250.2670414,1.581854942,0.576160421,2.745511291,0.006041669,0.027866027
P3H1,543.5578215,-0.212616728,0.322113209,-0.660068329,0.509209982,0.663127021
P3H2,172.3660994,-0.293765564,0.35321127,-0.831699295,0.405578699,0.572803065
P3H3,331.5835839,-4.79847627,0.603170598,-7.955421376,1.79E-15,4.04E-13
P3H4,170.5322755,-2.846861204,0.3573599,-7.966370039,1.63E-15,3.79E-13
P3R3URF,0,NA,NA,NA,NA,NA
P3R3URF-PIK3R3,2.989075942,-5.583144562,3.340155624,-1.671522285,0.094618561,0.212622504
P4HA1,1121.227213,1.3187441,0.616476866,2.139162349,0.032422522,0.100228321
P4HA2,910.7062524,-0.079873243,0.452925722,-0.176349541,0.860019344,0.917050415
P4HA3,161.9272378,-0.34577546,0.701075089,-0.493207454,0.621866012,0.754266464
P4HB,4425.158781,-0.204104526,0.304870531,-0.669479353,0.503189747,0.658167172
P4HTM,245.4538963,-0.848866505,0.597314016,-1.421139437,0.155276227,0.299280105
PA2G4,605.9461147,-2.432105448,0.541991118,-4.487352958,7.21E-06,0.000126351
PA2G4P1,1.046148673,-3.214674201,3.450810237,-0.931570843,0.351558357,NA
PA2G4P2,0.356627187,-2.859287713,3.502068562,-0.816456806,0.414238918,NA
PA2G4P3,0,NA,NA,NA,NA,NA
PA2G4P4,37.97494515,1.812712902,1.509045879,1.20123114,0.229661553,0.392273452
PA2G4P5,0.05452866,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
PA2G4P6,58.94769401,3.201124572,0.759020188,4.217443255,2.47E-05,0.000345271
PAAF1,428.8586635,-0.389449582,0.305697244,-1.273971521,0.202673509,0.359497118
PABIR1,637.5021265,0.531852004,0.263933068,2.015101817,0.043893982,0.124389157
PABIR2,389.453574,-0.251867148,0.418365012,-0.602027274,0.547155982,0.695042189
PABIR3,543.6482409,-0.986771781,0.29519425,-3.342787941,0.000829413,0.005904197
PABPC1,9633.900248,-0.841044505,0.479130077,-1.755357354,0.079198202,0.188103984
PABPC1L,98.58726743,0.111379829,0.798479074,0.139489978,0.889062975,0.93663688
PABPC1L2A,4.488197083,2.596496064,1.857477642,1.397861274,0.16215473,0.308394044
PABPC1L2B,0,NA,NA,NA,NA,NA
PABPC1P1,12.29536294,0.846321961,1.530122193,0.553107435,0.580189846,0.722343777
PABPC1P10,0.05452866,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
PABPC1P11,35.68491762,0.401387894,0.560271744,0.71641645,0.47373424,0.633095645
PABPC1P12,0.281308743,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
PABPC1P13,1.125234972,2.949447512,3.40478365,0.866265765,0.386344436,NA
PABPC1P2,0.226248939,1.015531615,3.455784736,0.293864257,0.768861631,NA
PABPC1P3,0,NA,NA,NA,NA,NA
PABPC1P4,22.51902188,-0.760183991,1.126816209,-0.674629975,0.499910884,0.655599393
PABPC1P5,0,NA,NA,NA,NA,NA
PABPC1P6,3.250068058,-4.843251104,3.405614507,-1.422137207,0.154986423,0.298981646
PABPC1P7,15.11525775,0.971457767,1.284285825,0.756418663,0.449398222,0.611761615
PABPC1P8,1.445728325,2.048225982,2.933000776,0.698338029,0.484965822,NA
PABPC1P9,0.998779862,-3.99385069,3.448232147,-1.158231383,0.246769624,NA
PABPC3,0.22218179,0.996462327,3.456424064,0.288292845,0.773122584,NA
PABPC4,1569.72999,-0.457940372,0.381007715,-1.201918898,0.229394952,0.391970687
PABPC4L,29.35098845,0.38399332,1.081029462,0.355210781,0.722431688,0.826898131
PABPC5,70.06016829,0.277983155,0.549322279,0.50604748,0.612823319,0.747985073
PABPN1,1752.304697,-2.850524681,0.456399642,-6.245676861,4.22E-10,2.76E-08
PABPN1L,10.77587852,-3.960979012,1.86107727,-2.12832593,0.03331007,0.102207911
PABPN1P1,8.736129639,-0.504486432,2.119338937,-0.238039524,0.811850439,0.887256397
PABPN1P2,2.081043039,-0.950222914,2.624891038,-0.362004708,0.717348512,NA
PACC1,145.7421983,1.260548856,0.618597421,2.037753172,0.041574624,0.11979139
PACRG,46.97123578,-0.895876189,0.705980459,-1.268981566,0.204447639,0.361560538
PACRGL,336.7649442,1.082332653,0.455078951,2.378340395,0.017390764,0.063015409
PACS1,1240.053649,-0.253569341,0.296889654,-0.854086148,0.393057259,0.561281149
PACS2,1380.063387,-1.615079177,0.338231258,-4.775073678,1.80E-06,3.79E-05
PACSIN1,0.050946741,-1.671625818,3.514876906,-0.475585878,0.634369439,NA
PACSIN2,1499.80404,-0.407596612,0.348578347,-1.169311334,0.242278218,0.406593199
PACSIN3,110.3992507,-2.85700858,0.9228729,-3.095776871,0.00196298,0.011687029
PADI1,5.585309784,-4.271171082,3.197818215,-1.335651621,0.181663169,0.333166108
PADI2,87.27349526,2.466693599,1.063443445,2.31953435,0.020366081,0.070761387
PADI3,0.056562235,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
PADI4,40.40888761,1.861276359,1.03870198,1.791925302,0.073144932,0.178110264
PADI6,1.632792654,3.525535455,3.394602887,1.038570806,0.299004389,NA
PAEP,11.2964496,0.446439508,1.012665177,0.440855989,0.659317257,0.782192567
PAEPP1,0,NA,NA,NA,NA,NA
PAF1,374.7344707,-1.510324552,0.511367722,-2.953499968,0.003141926,0.016872306
PAFAH1B1,3295.65072,0.237674573,0.300658468,0.790513482,0.429227952,0.594703365
PAFAH1B1P1,6.617291296,2.992213532,1.541484135,1.941125091,0.052243106,0.141205815
PAFAH1B1P2,12.19934606,2.673490914,1.086837224,2.459881622,0.013898285,0.053097893
PAFAH1B2,1459.370534,-0.064900094,0.339117548,-0.191379344,0.848228402,0.909096222
PAFAH1B2P1,0,NA,NA,NA,NA,NA
PAFAH1B2P2,39.02097365,-1.237133246,0.84966429,-1.45602594,0.145385449,0.285718992
PAFAH1B3,12.35139815,0.830270363,1.664140767,0.498918348,0.617836907,0.751405155
PAFAH2,166.6140795,-1.24619033,0.615753918,-2.023844745,0.042986129,0.122565483
PAG1,1284.660603,2.559015147,0.584904795,4.375096883,1.21E-05,0.000192996
PAGE1,0,NA,NA,NA,NA,NA
PAGE2,0.609451164,0.905618772,3.422342572,0.264619556,0.791302554,NA
PAGE2B,0.605915988,2.189455143,3.425572812,0.639150082,0.522725302,NA
PAGE3,0,NA,NA,NA,NA,NA
PAGE4,2.428443778,-0.038168168,2.24012885,-0.01703838,0.986405997,NA
PAGE5,0.749084896,-3.571401581,3.469509504,-1.029367862,0.303306845,NA
PAGR1,361.9676435,-2.882523263,0.565021565,-5.101616363,3.37E-07,9.03E-06
PAH,6.720932088,3.341837891,1.454056321,2.298286416,0.021545493,0.073725002
PAICS,723.1992535,0.035982316,0.331918512,0.108407079,0.913672786,0.951317059
PAICSP1,5.565284109,3.187388218,2.059330399,1.547778938,0.121675529,0.252585984
PAICSP2,3.35240221,-0.946824304,2.490685036,-0.380146141,0.703836937,0.81397225
PAICSP3,0.897845471,2.659107256,3.411559629,0.779440357,0.435720358,NA
PAICSP4,0.056562235,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
PAICSP5,3.47370509,1.07248473,2.373898933,0.451781967,0.651426062,0.776412528
PAICSP6,5.302640353,1.93763535,2.711503515,0.714598133,0.474857399,0.633677842
PAICSP7,0,NA,NA,NA,NA,NA
PAIP1,738.7862609,0.353987568,0.349036092,1.014186144,0.310493939,0.478767199
PAIP1P1,4.907202411,0.913279938,2.152589449,0.424270377,0.67136864,0.791299836
PAIP2,518.6099357,-0.511554566,0.535594686,-0.955115087,0.3395195,0.508226548
PAIP2B,450.0722803,-1.105299396,0.481553596,-2.295278043,0.021717195,0.074134421
PAK1,823.0639817,0.64795717,0.261427033,2.478539276,0.013192159,0.05109527
PAK1IP1,208.8313998,0.628205877,0.36137469,1.738378183,0.082144198,0.193122647
PAK2,2110.329819,0.348010735,0.31314493,1.111340794,0.266421687,0.432623341
PAK3,164.9866198,0.373730117,0.705292056,0.529894125,0.59618534,0.734787522
PAK4,365.2572946,-1.686880709,0.461944607,-3.651694775,0.000260515,0.002357662
PAK5,4.855010024,-0.184612484,2.086085024,-0.088497104,0.929481586,0.96076794
PAK6,9.608714261,-1.305130733,1.305206606,-0.999941869,0.317338641,0.485901947
PALB2,206.6248325,-0.144229624,0.606572406,-0.237778083,0.812053219,0.887352942
PALD1,439.0245619,-2.402343287,0.64563441,-3.720903428,0.000198511,0.001894743
PALLD,4584.984981,-0.983421489,0.488295693,-2.013987639,0.044010831,0.124596332
PALM,1278.831739,-4.011812369,0.847220867,-4.735261518,2.19E-06,4.52E-05
PALM2AKAP2,3035.051225,0.728291408,0.250982642,2.901760062,0.003710726,0.019182829
PALM3,88.3215939,-7.022226952,1.352987933,-5.190162292,2.10E-07,6.05E-06
PALMD,1271.99262,0.225345884,0.511993123,0.440134591,0.65983963,0.782517002
PALS1,1094.045138,0.103546706,0.259446078,0.399106846,0.689814478,0.804523445
PALS2,515.0619664,0.101433973,0.380232146,0.266768536,0.789647381,0.872567278
PAM,5466.291314,0.632187169,0.3836974,1.647619109,0.099430857,0.220063476
PAM16,131.977072,-0.831674677,0.40550837,-2.050943308,0.040272468,0.117088472
PAMR1,419.4797557,-0.363560735,0.915478641,-0.397126397,0.691274255,0.805748717
PAN2,340.3671659,-0.425443467,0.649949216,-0.654579552,0.512738493,0.666459766
PAN3,1407.64517,1.236885371,0.302892337,4.083580932,4.43E-05,0.000561062
PANK1,41.91030799,-0.153222561,0.805704489,-0.190172157,0.849174228,0.909669851
PANK2,928.0926801,-0.109023847,0.319454735,-0.34128105,0.732892012,0.833473933
PANK3,1958.48806,1.010584542,0.352526089,2.866694334,0.004147834,0.020916455
PANK4,156.8303693,-0.869890303,0.850953257,-1.02225392,0.306660736,0.474839514
PANX1,373.66165,0.203835166,0.363578464,0.560635975,0.575045722,0.718050893
PANX2,1.009094941,1.583740418,3.394184776,0.466604066,0.640783177,NA
PANX3,0,NA,NA,NA,NA,NA
PAOX,50.16443933,-1.706238934,1.06556885,-1.601247009,0.109322221,0.234728877
PAPLN,1159.39398,-0.993712929,0.512456163,-1.939117919,0.052486981,0.141653752
PAPOLA,3056.745455,1.089015124,0.292700825,3.720574157,0.00019877,0.001896307
PAPOLB,9.903764981,1.229092287,1.611939233,0.762492941,NA,NA
PAPOLG,564.4136338,0.595941387,0.242644928,2.456022438,0.014048439,0.053482421
PAPPA,245.777603,-1.368087852,0.586946859,-2.330854712,0.019761022,0.069186131
PAPPA2,23.45444541,0.787321645,0.985847131,0.798624473,0.424508193,0.590791433
PAPSS1,862.7293417,1.112520818,0.328843104,3.383135619,0.000716632,0.005261021
PAPSS2,915.0790713,1.146267049,0.459671168,2.493667491,0.012643092,0.049371447
PAQR3,557.4553301,1.484523978,0.406748255,3.649736564,0.000262509,0.002372323
PAQR4,53.60151125,-0.653378849,1.557100874,-0.419612409,0.674768622,0.793711967
PAQR5,120.3149976,0.097643653,0.43280316,0.225607533,0.821506681,0.892789313
PAQR6,10.42088449,0.545997976,1.431336241,0.381460317,0.702861712,0.81355518
PAQR7,145.471259,-1.485625425,0.615544906,-2.413512662,0.015799579,0.058588024
PAQR8,411.3861961,-0.272113422,0.471898524,-0.576635459,0.56418574,0.708483403
PAQR9,72.28621278,-1.925174206,0.929653604,-2.07085112,0.038372711,0.1130821
PARD3,878.8418086,0.362127802,0.360067333,1.005722455,0.314549098,0.483189096
PARD3B,1508.16458,-0.98512271,0.550376537,-1.789906808,0.073468894,0.178645888
PARD6A,20.67071282,-1.401296596,1.411791326,-0.992566373,0.320921319,0.489529427
PARD6B,273.3260013,-1.625475452,0.463260093,-3.508775042,0.000450175,0.003639923
PARD6BP1,15.65903048,1.315644526,1.576312892,0.834634122,0.403923744,0.571435996
PARD6G,68.73108601,-0.514246335,0.538012545,-0.955825917,0.339160192,0.507848834
PARG,711.1836672,0.503102326,0.264425761,1.90262221,0.057089859,0.150332105
PARGP1,369.7872095,1.291800398,0.582611148,2.217260008,0.026605329,0.086283953
PARK7,704.0570962,-0.592483136,0.403546202,-1.46819158,0.142052191,0.281157299
PARK7P1,5.751920747,-0.420868581,2.040289601,-0.206278844,NA,NA
PARK7P2,10.48026404,1.18308247,1.64715159,0.718259617,0.472597225,0.631999736
PARL,452.9638986,0.393334397,0.266663856,1.475019539,0.14020729,0.278576305
PARM1,1139.740488,-0.824307171,0.580832524,-1.419182186,0.155845908,0.300001116
PARN,801.9798436,0.916230682,0.334140212,2.742054528,0.006105621,0.028089517
PARP1,1743.668336,0.464857834,0.37946118,1.225047142,0.220557459,0.380950725
PARP10,741.5846825,-4.362698347,0.438015629,-9.960143101,2.28E-23,3.49E-20
PARP11,559.9139157,0.186771289,0.343658494,0.543479334,0.586799816,0.727365748
PARP12,672.9591743,0.886530778,0.425480084,2.083601115,0.037196466,0.110662537
PARP14,5167.796979,1.744071135,0.43555356,4.004263301,6.22E-05,0.000740553
PARP15,1920.93373,-0.489295928,0.627627523,-0.779596034,0.435628691,0.599820487
PARP16,119.3751033,-0.390938874,0.561031712,-0.696821348,0.485914604,0.642824528
PARP1P1,1.343058887,2.256862743,2.855751732,0.790286746,0.429360326,NA
PARP1P2,0,NA,NA,NA,NA,NA
PARP2,307.8369082,0.305259416,0.299887291,1.017913815,0.308718916,0.476818972
PARP3,179.7350021,-2.178766789,0.400464261,-5.44060232,5.31E-08,1.87E-06
PARP4,2031.510772,0.895641529,0.311615341,2.874189462,0.004050659,0.020530401
PARP4P1,0.43976446,-0.294179216,3.459869311,-0.085026106,0.932240636,NA
PARP4P2,2.946956597,2.580571293,2.417406623,1.067495749,0.285748032,0.452403145
PARP4P3,3.503557176,0.297574539,2.397546989,0.124116249,NA,NA
